symbol,tour,bet,pnl
BLIND_253,4,10.0,-10.0
BLIND_253,5,20.0,-20.0
BLIND_253,6,40.0,40.0
BLIND_253,7,10.0,10.0
BLIND_253,8,10.0,-10.0
BLIND_253,9,20.0,20.0
BLIND_253,10,10.0,-10.0
BLIND_254,1,10.0,-10.0
BLIND_254,2,20.0,20.0
BLIND_254,3,10.0,-10.0
BLIND_254,4,20.0,-20.0
BLIND_254,5,40.0,-40.0
BLIND_254,6,80.0,80.0
BLIND_254,7,10.0,10.0
BLIND_254,8,10.0,-10.0
BLIND_254,9,20.0,20.0
BLIND_254,10,10.0,-10.0
BLIND_255,1,10.0,-10.0
BLIND_255,2,20.0,20.0
BLIND_255,3,10.0,10.0
BLIND_255,4,10.0,10.0
BLIND_255,5,10.0,10.0
BLIND_255,6,10.0,-10.0
BLIND_255,7,20.0,-20.0
BLIND_255,8,40.0,-40.0
BLIND_255,9,80.0,-80.0
BLIND_255,10,160.0,160.0
BLIND_256,1,10.0,-10.0
BLIND_256,2,20.0,20.0
BLIND_256,3,10.0,10.0
BLIND_256,4,10.0,-10.0
BLIND_256,5,20.0,-20.0
BLIND_256,6,40.0,-40.0
BLIND_256,7,80.0,-80.0
BLIND_256,8,160.0,-160.0
BLIND_256,9,320.0,-320.0
BLIND_256,10,640.0,640.0
BLIND_257,1,10.0,10.0
BLIND_257,2,10.0,-10.0
BLIND_257,3,20.0,-20.0
BLIND_257,4,40.0,-40.0
BLIND_257,5,80.0,-80.0
BLIND_257,6,160.0,-160.0
BLIND_257,7,320.0,-320.0
BLIND_257,8,640.0,640.0
BLIND_257,9,10.0,10.0
BLIND_257,10,10.0,-10.0
BLIND_258,1,10.0,-10.0
BLIND_258,2,20.0,-20.0
BLIND_258,3,40.0,-40.0
BLIND_258,4,80.0,80.0
BLIND_258,5,10.0,10.0
BLIND_258,6,10.0,-10.0
BLIND_258,7,20.0,20.0
BLIND_258,8,10.0,10.0
BLIND_258,9,10.0,10.0
BLIND_258,10,10.0,-10.0
BLIND_259,1,10.0,10.0
BLIND_259,2,10.0,10.0
BLIND_259,3,10.0,-10.0
BLIND_259,4,20.0,20.0
BLIND_259,5,10.0,10.0
BLIND_259,6,10.0,-10.0
BLIND_259,7,20.0,-20.0
BLIND_259,8,40.0,-40.0
BLIND_259,9,80.0,-80.0
BLIND_259,10,160.0,-160.0
BLIND_260,1,10.0,-10.0
BLIND_260,2,20.0,20.0
BLIND_260,3,10.0,-10.0
BLIND_260,4,20.0,-20.0
BLIND_260,5,40.0,40.0
BLIND_260,6,10.0,10.0
BLIND_260,7,10.0,10.0
BLIND_260,8,10.0,-10.0
BLIND_260,9,20.0,-20.0
BLIND_260,10,40.0,-40.0
BLIND_261,1,10.0,10.0
BLIND_261,2,10.0,10.0
BLIND_261,3,10.0,-10.0
BLIND_261,4,20.0,-20.0
BLIND_261,5,40.0,-40.0
BLIND_261,6,80.0,80.0
BLIND_261,7,10.0,10.0
BLIND_261,8,10.0,10.0
BLIND_261,9,10.0,10.0
BLIND_261,10,10.0,-10.0
BLIND_262,1,10.0,-10.0
BLIND_262,2,20.0,20.0
BLIND_262,3,10.0,-10.0
BLIND_262,4,20.0,-20.0
BLIND_262,5,40.0,-40.0
BLIND_262,6,80.0,80.0
BLIND_262,7,10.0,10.0
BLIND_262,8,10.0,-10.0
BLIND_262,9,20.0,20.0
BLIND_262,10,10.0,10.0
BLIND_263,1,10.0,-10.0
BLIND_263,2,20.0,-20.0
BLIND_263,3,40.0,40.0
BLIND_263,4,10.0,-10.0
BLIND_263,5,20.0,20.0
BLIND_263,6,10.0,10.0
BLIND_263,7,10.0,-10.0
BLIND_263,8,20.0,20.0
BLIND_263,9,10.0,-10.0
BLIND_263,10,20.0,-20.0
BLIND_264,1,10.0,-10.0
BLIND_264,2,20.0,20.0
BLIND_264,3,10.0,10.0
BLIND_264,4,10.0,10.0
BLIND_264,5,10.0,-10.0
BLIND_264,6,20.0,20.0
BLIND_264,7,10.0,10.0
BLIND_264,8,10.0,-10.0
BLIND_264,9,20.0,-20.0
BLIND_264,10,40.0,40.0
BLIND_265,1,10.0,10.0
BLIND_265,2,10.0,-10.0
BLIND_265,3,20.0,20.0
BLIND_265,4,10.0,-10.0
BLIND_265,5,20.0,20.0
BLIND_265,6,10.0,-10.0
BLIND_265,7,20.0,20.0
BLIND_265,8,10.0,10.0
BLIND_265,9,10.0,-10.0
BLIND_265,10,20.0,-20.0
BLIND_266,1,10.0,10.0
BLIND_266,2,10.0,10.0
BLIND_266,3,10.0,-10.0
BLIND_266,4,20.0,20.0
BLIND_266,5,10.0,10.0
BLIND_266,6,10.0,-10.0
BLIND_266,7,20.0,20.0
BLIND_266,8,10.0,10.0
BLIND_266,9,10.0,10.0
BLIND_266,10,10.0,10.0
BLIND_267,1,10.0,-10.0
BLIND_267,2,20.0,-20.0
BLIND_267,3,40.0,-40.0
BLIND_267,4,80.0,-80.0
BLIND_267,5,160.0,160.0
BLIND_267,6,10.0,10.0
BLIND_267,7,10.0,-10.0
BLIND_267,8,20.0,-20.0
BLIND_267,9,40.0,40.0
BLIND_267,10,10.0,-10.0
BLIND_268,1,10.0,10.0
BLIND_268,2,10.0,-10.0
BLIND_268,3,20.0,20.0
BLIND_268,4,10.0,-10.0
BLIND_268,5,20.0,-20.0
BLIND_268,6,40.0,-40.0
BLIND_268,7,80.0,80.0
BLIND_268,8,10.0,10.0
BLIND_268,9,10.0,-10.0
BLIND_268,10,20.0,20.0
BLIND_269,1,10.0,-10.0
BLIND_269,2,20.0,20.0
BLIND_269,3,10.0,10.0
BLIND_269,4,10.0,-10.0
BLIND_269,5,20.0,-20.0
BLIND_269,6,40.0,40.0
BLIND_269,7,10.0,-10.0
BLIND_269,8,20.0,-20.0
BLIND_269,9,40.0,40.0
BLIND_269,10,10.0,10.0
BLIND_270,1,10.0,-10.0
BLIND_270,2,20.0,-20.0
BLIND_270,3,40.0,40.0
BLIND_270,4,10.0,10.0
BLIND_270,5,10.0,10.0
BLIND_270,6,10.0,10.0
BLIND_270,7,10.0,-10.0
BLIND_270,8,20.0,20.0
BLIND_270,9,10.0,-10.0
BLIND_270,10,20.0,-20.0
BLIND_271,1,10.0,-10.0
BLIND_271,2,20.0,-20.0
BLIND_271,3,40.0,40.0
BLIND_271,4,10.0,-10.0
BLIND_271,5,20.0,-20.0
BLIND_271,6,40.0,40.0
BLIND_271,7,10.0,10.0
BLIND_271,8,10.0,-10.0
BLIND_271,9,20.0,-20.0
BLIND_271,10,40.0,40.0
BLIND_272,1,10.0,10.0
BLIND_272,2,10.0,10.0
BLIND_272,3,10.0,10.0
BLIND_272,4,10.0,10.0
BLIND_272,5,10.0,-10.0
BLIND_272,6,20.0,-20.0
BLIND_272,7,40.0,-40.0
BLIND_272,8,80.0,80.0
BLIND_272,9,10.0,-10.0
BLIND_272,10,20.0,20.0
BLIND_273,1,10.0,10.0
BLIND_273,2,10.0,10.0
BLIND_273,3,10.0,-10.0
BLIND_273,4,20.0,20.0
BLIND_273,5,10.0,-10.0
BLIND_273,6,20.0,20.0
BLIND_273,7,10.0,10.0
BLIND_273,8,10.0,-10.0
BLIND_273,9,20.0,-20.0
BLIND_273,10,40.0,-40.0
BLIND_274,1,10.0,10.0
BLIND_274,2,10.0,-10.0
BLIND_274,3,20.0,-20.0
BLIND_274,4,40.0,-40.0
BLIND_274,5,80.0,-80.0
BLIND_274,6,160.0,-160.0
BLIND_274,7,320.0,320.0
BLIND_274,8,10.0,-10.0
BLIND_274,9,20.0,-20.0
BLIND_274,10,40.0,-40.0
BLIND_275,1,10.0,10.0
BLIND_275,2,10.0,10.0
BLIND_275,3,10.0,-10.0
BLIND_275,4,20.0,-20.0
BLIND_275,5,40.0,-40.0
BLIND_275,6,80.0,80.0
BLIND_275,7,10.0,10.0
BLIND_275,8,10.0,10.0
BLIND_275,9,10.0,-10.0
BLIND_275,10,20.0,20.0
BLIND_276,1,10.0,-10.0
BLIND_276,2,20.0,20.0
BLIND_276,3,10.0,-10.0
BLIND_276,4,20.0,-20.0
BLIND_276,5,40.0,-40.0
BLIND_276,6,80.0,-80.0
BLIND_276,7,160.0,-160.0
BLIND_276,8,320.0,320.0
BLIND_276,9,10.0,10.0
BLIND_276,10,10.0,-10.0
BLIND_277,1,10.0,-10.0
BLIND_277,2,20.0,-20.0
BLIND_277,3,40.0,40.0
BLIND_277,4,10.0,10.0
BLIND_277,5,10.0,10.0
BLIND_277,6,10.0,10.0
BLIND_277,7,10.0,10.0
BLIND_277,8,10.0,10.0
BLIND_277,9,10.0,-10.0
BLIND_277,10,20.0,20.0
BLIND_278,1,10.0,-10.0
BLIND_278,2,20.0,-20.0
BLIND_278,3,40.0,40.0
BLIND_278,4,10.0,10.0
BLIND_278,5,10.0,-10.0
BLIND_278,6,20.0,-20.0
BLIND_278,7,40.0,40.0
BLIND_278,8,10.0,-10.0
BLIND_278,9,20.0,20.0
BLIND_278,10,10.0,10.0
BLIND_279,1,10.0,10.0
BLIND_279,2,10.0,10.0
BLIND_279,3,10.0,-10.0
BLIND_279,4,20.0,-20.0
BLIND_279,5,40.0,40.0
BLIND_279,6,10.0,10.0
BLIND_279,7,10.0,10.0
BLIND_279,8,10.0,-10.0
BLIND_279,9,20.0,-20.0
BLIND_279,10,40.0,40.0
BLIND_280,1,10.0,10.0
BLIND_280,2,10.0,10.0
BLIND_280,3,10.0,-10.0
BLIND_280,4,20.0,-20.0
BLIND_280,5,40.0,40.0
BLIND_280,6,10.0,10.0
BLIND_280,7,10.0,-10.0
BLIND_280,8,20.0,20.0
BLIND_280,9,10.0,10.0
BLIND_280,10,10.0,10.0
BLIND_281,1,10.0,-10.0
BLIND_281,2,20.0,20.0
BLIND_281,3,10.0,-10.0
BLIND_281,4,20.0,20.0
BLIND_281,5,10.0,-10.0
BLIND_281,6,20.0,-20.0
BLIND_281,7,40.0,-40.0
BLIND_281,8,80.0,80.0
BLIND_281,9,10.0,-10.0
BLIND_281,10,20.0,-20.0
BLIND_282,1,10.0,10.0
BLIND_282,2,10.0,10.0
BLIND_282,3,10.0,-10.0
BLIND_282,4,20.0,20.0
BLIND_282,5,10.0,-10.0
BLIND_282,6,20.0,20.0
BLIND_282,7,10.0,10.0
BLIND_282,8,10.0,-10.0
BLIND_282,9,20.0,-20.0
BLIND_282,10,40.0,-40.0
BLIND_283,1,10.0,10.0
BLIND_283,2,10.0,10.0
BLIND_283,3,10.0,-10.0
BLIND_283,4,20.0,-20.0
BLIND_283,5,40.0,-40.0
BLIND_283,6,80.0,-80.0
BLIND_283,7,160.0,160.0
BLIND_283,8,10.0,-10.0
BLIND_283,9,20.0,20.0
BLIND_283,10,10.0,-10.0
BLIND_284,1,10.0,10.0
BLIND_284,2,10.0,10.0
BLIND_284,3,10.0,10.0
BLIND_284,4,10.0,-10.0
BLIND_284,5,20.0,-20.0
BLIND_284,6,40.0,-40.0
BLIND_284,7,80.0,-80.0
BLIND_284,8,160.0,160.0
BLIND_284,9,10.0,-10.0
BLIND_284,10,20.0,-20.0
BLIND_285,1,10.0,10.0
BLIND_285,2,10.0,-10.0
BLIND_285,3,20.0,-20.0
BLIND_285,4,40.0,40.0
BLIND_285,5,10.0,10.0
BLIND_285,6,10.0,10.0
BLIND_285,7,10.0,10.0
BLIND_285,8,10.0,10.0
BLIND_285,9,10.0,-10.0
BLIND_285,10,20.0,20.0
BLIND_286,1,10.0,10.0
BLIND_286,2,10.0,-10.0
BLIND_286,3,20.0,-20.0
BLIND_286,4,40.0,-40.0
BLIND_286,5,80.0,-80.0
BLIND_286,6,160.0,-160.0
BLIND_286,7,320.0,-320.0
BLIND_286,8,640.0,640.0
BLIND_286,9,10.0,-10.0
BLIND_286,10,20.0,-20.0
BLIND_287,1,10.0,-10.0
BLIND_287,2,20.0,20.0
BLIND_287,3,10.0,-10.0
BLIND_287,4,20.0,-20.0
BLIND_287,5,40.0,40.0
BLIND_287,6,10.0,-10.0
BLIND_287,7,20.0,-20.0
BLIND_287,8,40.0,40.0
BLIND_287,9,10.0,-10.0
BLIND_287,10,20.0,-20.0
BLIND_288,1,10.0,10.0
BLIND_288,2,10.0,-10.0
BLIND_288,3,20.0,-20.0
BLIND_288,4,40.0,-40.0
BLIND_288,5,80.0,-80.0
BLIND_288,6,160.0,-160.0
BLIND_288,7,320.0,320.0
BLIND_288,8,10.0,10.0
BLIND_288,9,10.0,10.0
BLIND_288,10,10.0,10.0
BLIND_289,1,10.0,10.0
BLIND_289,2,10.0,-10.0
BLIND_289,3,20.0,20.0
BLIND_289,4,10.0,10.0
BLIND_289,5,10.0,-10.0
BLIND_289,6,20.0,-20.0
BLIND_289,7,40.0,40.0
BLIND_289,8,10.0,10.0
BLIND_289,9,10.0,10.0
BLIND_289,10,10.0,10.0
BLIND_290,1,10.0,10.0
BLIND_290,2,10.0,-10.0
BLIND_290,3,20.0,-20.0
BLIND_290,4,40.0,40.0
BLIND_290,5,10.0,10.0
BLIND_290,6,10.0,10.0
BLIND_290,7,10.0,10.0
BLIND_290,8,10.0,-10.0
BLIND_290,9,20.0,20.0
BLIND_290,10,10.0,10.0
BLIND_291,1,10.0,-10.0
BLIND_291,2,20.0,-20.0
BLIND_291,3,40.0,40.0
BLIND_291,4,10.0,-10.0
BLIND_291,5,20.0,-20.0
BLIND_291,6,40.0,40.0
BLIND_291,7,10.0,10.0
BLIND_291,8,10.0,10.0
BLIND_291,9,10.0,-10.0
BLIND_291,10,20.0,20.0
BLIND_292,1,10.0,10.0
BLIND_292,2,10.0,10.0
BLIND_292,3,10.0,10.0
BLIND_292,4,10.0,-10.0
BLIND_292,5,20.0,20.0
BLIND_292,6,10.0,-10.0
BLIND_292,7,20.0,20.0
BLIND_292,8,10.0,-10.0
BLIND_292,9,20.0,-20.0
BLIND_292,10,40.0,-40.0
BLIND_293,1,10.0,-10.0
BLIND_293,2,20.0,-20.0
BLIND_293,3,40.0,40.0
BLIND_293,4,10.0,10.0
BLIND_293,5,10.0,10.0
BLIND_293,6,10.0,10.0
BLIND_293,7,10.0,10.0
BLIND_293,8,10.0,-10.0
BLIND_293,9,20.0,20.0
BLIND_293,10,10.0,10.0
BLIND_294,1,10.0,10.0
BLIND_294,2,10.0,-10.0
BLIND_294,3,20.0,20.0
BLIND_294,4,10.0,-10.0
BLIND_294,5,20.0,20.0
BLIND_294,6,10.0,10.0
BLIND_294,7,10.0,10.0
BLIND_294,8,10.0,-10.0
BLIND_294,9,20.0,-20.0
BLIND_294,10,40.0,-40.0
BLIND_295,1,10.0,-10.0
BLIND_295,2,20.0,20.0
BLIND_295,3,10.0,-10.0
BLIND_295,4,20.0,-20.0
BLIND_295,5,40.0,40.0
BLIND_295,6,10.0,-10.0
BLIND_295,7,20.0,20.0
BLIND_295,8,10.0,-10.0
BLIND_295,9,20.0,-20.0
BLIND_295,10,40.0,40.0
BLIND_296,1,10.0,10.0
BLIND_296,2,10.0,-10.0
BLIND_296,3,20.0,-20.0
BLIND_296,4,40.0,-40.0
BLIND_296,5,80.0,-80.0
BLIND_296,6,160.0,160.0
BLIND_296,7,10.0,-10.0
BLIND_296,8,20.0,-20.0
BLIND_296,9,40.0,40.0
BLIND_296,10,10.0,10.0
BLIND_297,1,10.0,10.0
BLIND_297,2,10.0,10.0
BLIND_297,3,10.0,-10.0
BLIND_297,4,20.0,20.0
BLIND_297,5,10.0,10.0
BLIND_297,6,10.0,10.0
BLIND_297,7,10.0,-10.0
BLIND_297,8,20.0,20.0
BLIND_297,9,10.0,10.0
BLIND_297,10,10.0,-10.0
BLIND_298,1,10.0,-10.0
BLIND_298,2,20.0,20.0
BLIND_298,3,10.0,-10.0
BLIND_298,4,20.0,20.0
BLIND_298,5,10.0,-10.0
BLIND_298,6,20.0,20.0
BLIND_298,7,10.0,-10.0
BLIND_298,8,20.0,20.0
BLIND_298,9,10.0,10.0
BLIND_298,10,10.0,10.0
BLIND_299,1,10.0,10.0
BLIND_299,2,10.0,-10.0
BLIND_299,3,20.0,20.0
BLIND_299,4,10.0,10.0
BLIND_299,5,10.0,10.0
BLIND_299,6,10.0,-10.0
BLIND_299,7,20.0,20.0
BLIND_299,8,10.0,-10.0
BLIND_299,9,20.0,20.0
BLIND_299,10,10.0,-10.0
BLIND_300,1,10.0,-10.0
BLIND_300,2,20.0,-20.0
BLIND_300,3,40.0,40.0
BLIND_300,4,10.0,-10.0
BLIND_300,5,20.0,20.0
BLIND_300,6,10.0,10.0
BLIND_300,7,10.0,-10.0
BLIND_300,8,20.0,-20.0
BLIND_300,9,40.0,40.0
BLIND_300,10,10.0,10.0
BLIND_301,1,10.0,-10.0
BLIND_301,2,20.0,20.0
BLIND_301,3,10.0,-10.0
BLIND_301,4,20.0,20.0
BLIND_301,5,10.0,10.0
BLIND_301,6,10.0,-10.0
BLIND_301,7,20.0,20.0
BLIND_301,8,10.0,10.0
BLIND_301,9,10.0,-10.0
BLIND_301,10,20.0,-20.0
BLIND_302,1,10.0,10.0
BLIND_302,2,10.0,-10.0
BLIND_302,3,20.0,-20.0
BLIND_302,4,40.0,-40.0
BLIND_302,5,80.0,80.0
BLIND_302,6,10.0,10.0
BLIND_302,7,10.0,-10.0
BLIND_302,8,20.0,-20.0
BLIND_302,9,40.0,40.0
BLIND_302,10,10.0,10.0
BLIND_303,1,10.0,-10.0
BLIND_303,2,20.0,-20.0
BLIND_303,3,40.0,-40.0
BLIND_303,4,80.0,80.0
BLIND_303,5,10.0,10.0
BLIND_303,6,10.0,10.0
BLIND_303,7,10.0,-10.0
BLIND_303,8,20.0,-20.0
BLIND_303,9,40.0,-40.0
BLIND_303,10,80.0,-80.0
BLIND_304,1,10.0,-10.0
BLIND_304,2,20.0,20.0
BLIND_304,3,10.0,-10.0
BLIND_304,4,20.0,-20.0
BLIND_304,5,40.0,40.0
BLIND_304,6,10.0,10.0
BLIND_304,7,10.0,-10.0
BLIND_304,8,20.0,20.0
BLIND_304,9,10.0,10.0
BLIND_304,10,10.0,-10.0
BLIND_305,1,10.0,10.0
BLIND_305,2,10.0,-10.0
BLIND_305,3,20.0,-20.0
BLIND_305,4,40.0,40.0
BLIND_305,5,10.0,-10.0
BLIND_305,6,20.0,-20.0
BLIND_305,7,40.0,40.0
BLIND_305,8,10.0,-10.0
BLIND_305,9,20.0,-20.0
BLIND_305,10,40.0,-40.0
BLIND_306,1,10.0,-10.0
BLIND_306,2,20.0,-20.0
BLIND_306,3,40.0,40.0
BLIND_306,4,10.0,-10.0
BLIND_306,5,20.0,-20.0
BLIND_306,6,40.0,40.0
BLIND_306,7,10.0,10.0
BLIND_306,8,10.0,10.0
BLIND_306,9,10.0,-10.0
BLIND_306,10,20.0,20.0
BLIND_307,1,10.0,-10.0
BLIND_307,2,20.0,20.0
BLIND_307,3,10.0,10.0
BLIND_307,4,10.0,-10.0
BLIND_307,5,20.0,-20.0
BLIND_307,6,40.0,40.0
BLIND_307,7,10.0,-10.0
BLIND_307,8,20.0,-20.0
BLIND_307,9,40.0,40.0
BLIND_307,10,10.0,-10.0
BLIND_308,1,10.0,-10.0
BLIND_308,2,20.0,20.0
BLIND_308,3,10.0,-10.0
BLIND_308,4,20.0,20.0
BLIND_308,5,10.0,-10.0
BLIND_308,6,20.0,-20.0
BLIND_308,7,40.0,40.0
BLIND_308,8,10.0,-10.0
BLIND_308,9,20.0,-20.0
BLIND_308,10,40.0,-40.0
BLIND_309,1,10.0,-10.0
BLIND_309,2,20.0,20.0
BLIND_309,3,10.0,10.0
BLIND_309,4,10.0,10.0
BLIND_309,5,10.0,10.0
BLIND_309,6,10.0,-10.0
BLIND_309,7,20.0,-20.0
BLIND_309,8,40.0,40.0
BLIND_309,9,10.0,-10.0
BLIND_309,10,20.0,-20.0
BLIND_310,1,10.0,10.0
BLIND_310,2,10.0,10.0
BLIND_310,3,10.0,-10.0
BLIND_310,4,20.0,20.0
BLIND_310,5,10.0,-10.0
BLIND_310,6,20.0,20.0
BLIND_310,7,10.0,10.0
BLIND_310,8,10.0,-10.0
BLIND_310,9,20.0,20.0
BLIND_310,10,10.0,-10.0
BLIND_311,1,10.0,10.0
BLIND_311,2,10.0,-10.0
BLIND_311,3,20.0,20.0
BLIND_311,4,10.0,10.0
BLIND_311,5,10.0,10.0
BLIND_311,6,10.0,-10.0
BLIND_311,7,20.0,20.0
BLIND_311,8,10.0,-10.0
BLIND_311,9,20.0,20.0
BLIND_311,10,10.0,10.0
BLIND_312,1,10.0,10.0
BLIND_312,2,10.0,-10.0
BLIND_312,3,20.0,-20.0
BLIND_312,4,40.0,40.0
BLIND_312,5,10.0,-10.0
BLIND_312,6,20.0,-20.0
BLIND_312,7,40.0,-40.0
BLIND_312,8,80.0,80.0
BLIND_312,9,10.0,-10.0
BLIND_312,10,20.0,-20.0
BLIND_313,1,10.0,-10.0
BLIND_313,2,20.0,-20.0
BLIND_313,3,40.0,40.0
BLIND_313,4,10.0,10.0
BLIND_313,5,10.0,10.0
BLIND_313,6,10.0,10.0
BLIND_313,7,10.0,-10.0
BLIND_313,8,20.0,20.0
BLIND_313,9,10.0,10.0
BLIND_313,10,10.0,10.0
BLIND_314,1,10.0,-10.0
BLIND_314,2,20.0,-20.0
BLIND_314,3,40.0,40.0
BLIND_314,4,10.0,-10.0
BLIND_314,5,20.0,-20.0
BLIND_314,6,40.0,40.0
BLIND_314,7,10.0,-10.0
BLIND_314,8,20.0,20.0
BLIND_314,9,10.0,-10.0
BLIND_314,10,20.0,-20.0
BLIND_315,1,10.0,10.0
BLIND_315,2,10.0,10.0
BLIND_315,3,10.0,10.0
BLIND_315,4,10.0,-10.0
BLIND_315,5,20.0,20.0
BLIND_315,6,10.0,-10.0
BLIND_315,7,20.0,-20.0
BLIND_315,8,40.0,-40.0
BLIND_315,9,80.0,80.0
BLIND_315,10,10.0,10.0
BLIND_316,1,10.0,-10.0
BLIND_316,2,20.0,20.0
BLIND_316,3,10.0,-10.0
BLIND_316,4,20.0,20.0
BLIND_316,5,10.0,-10.0
BLIND_316,6,20.0,-20.0
BLIND_316,7,40.0,40.0
BLIND_316,8,10.0,10.0
BLIND_316,9,10.0,10.0
BLIND_316,10,10.0,-10.0
BLIND_317,1,10.0,-10.0
BLIND_317,2,20.0,20.0
BLIND_317,3,10.0,10.0
BLIND_317,4,10.0,10.0
BLIND_317,5,10.0,10.0
BLIND_317,6,10.0,-10.0
BLIND_317,7,20.0,-20.0
BLIND_317,8,40.0,-40.0
BLIND_317,9,80.0,-80.0
BLIND_317,10,160.0,-160.0
BLIND_318,1,10.0,-10.0
BLIND_318,2,20.0,20.0
BLIND_318,3,10.0,10.0
BLIND_318,4,10.0,10.0
BLIND_318,5,10.0,10.0
BLIND_318,6,10.0,-10.0
BLIND_318,7,20.0,20.0
BLIND_318,8,10.0,-10.0
BLIND_318,9,20.0,-20.0
BLIND_318,10,40.0,-40.0
BLIND_319,1,10.0,-10.0
BLIND_319,2,20.0,20.0
BLIND_319,3,10.0,10.0
BLIND_319,4,10.0,10.0
BLIND_319,5,10.0,10.0
BLIND_319,6,10.0,10.0
BLIND_319,7,10.0,10.0
BLIND_319,8,10.0,10.0
BLIND_319,9,10.0,-10.0
BLIND_319,10,20.0,20.0
BLIND_320,1,10.0,10.0
BLIND_320,2,10.0,-10.0
BLIND_320,3,20.0,-20.0
BLIND_320,4,40.0,40.0
BLIND_320,5,10.0,10.0
BLIND_320,6,10.0,-10.0
BLIND_320,7,20.0,-20.0
BLIND_320,8,40.0,40.0
BLIND_320,9,10.0,-10.0
BLIND_320,10,20.0,-20.0
BLIND_321,1,10.0,10.0
BLIND_321,2,10.0,10.0
BLIND_321,3,10.0,10.0
BLIND_321,4,10.0,10.0
BLIND_321,5,10.0,10.0
BLIND_321,6,10.0,-10.0
BLIND_321,7,20.0,20.0
BLIND_321,8,10.0,10.0
BLIND_321,9,10.0,-10.0
BLIND_321,10,20.0,20.0
BLIND_322,1,10.0,10.0
BLIND_322,2,10.0,10.0
BLIND_322,3,10.0,10.0
BLIND_322,4,10.0,-10.0
BLIND_322,5,20.0,20.0
BLIND_322,6,10.0,-10.0
BLIND_322,7,20.0,-20.0
BLIND_322,8,40.0,40.0
BLIND_322,9,10.0,-10.0
BLIND_322,10,20.0,20.0
BLIND_323,1,10.0,10.0
BLIND_323,2,10.0,-10.0
BLIND_323,3,20.0,-20.0
BLIND_323,4,40.0,40.0
BLIND_323,5,10.0,10.0
BLIND_323,6,10.0,10.0
BLIND_323,7,10.0,10.0
BLIND_323,8,10.0,10.0
BLIND_323,9,10.0,-10.0
BLIND_323,10,20.0,-20.0
BLIND_324,1,10.0,10.0
BLIND_324,2,10.0,-10.0
BLIND_324,3,20.0,-20.0
BLIND_324,4,40.0,-40.0
BLIND_324,5,80.0,-80.0
BLIND_324,6,160.0,160.0
BLIND_324,7,10.0,10.0
BLIND_324,8,10.0,-10.0
BLIND_324,9,20.0,20.0
BLIND_324,10,10.0,-10.0
BLIND_325,1,10.0,-10.0
BLIND_325,2,20.0,20.0
BLIND_325,3,10.0,-10.0
BLIND_325,4,20.0,-20.0
BLIND_325,5,40.0,40.0
BLIND_325,6,10.0,10.0
BLIND_325,7,10.0,10.0
BLIND_325,8,10.0,-10.0
BLIND_325,9,20.0,-20.0
BLIND_325,10,40.0,-40.0
BLIND_326,1,10.0,10.0
BLIND_326,2,10.0,-10.0
BLIND_326,3,20.0,-20.0
BLIND_326,4,40.0,40.0
BLIND_326,5,10.0,-10.0
BLIND_326,6,20.0,20.0
BLIND_326,7,10.0,-10.0
BLIND_326,8,20.0,20.0
BLIND_326,9,10.0,10.0
BLIND_326,10,10.0,10.0
BLIND_327,1,10.0,10.0
BLIND_327,2,10.0,10.0
BLIND_327,3,10.0,-10.0
BLIND_327,4,20.0,20.0
BLIND_327,5,10.0,10.0
BLIND_327,6,10.0,10.0
BLIND_327,7,10.0,10.0
BLIND_327,8,10.0,10.0
BLIND_327,9,10.0,10.0
BLIND_327,10,10.0,10.0
BLIND_328,1,10.0,-10.0
BLIND_328,2,20.0,20.0
BLIND_328,3,10.0,10.0
BLIND_328,4,10.0,-10.0
BLIND_328,5,20.0,20.0
BLIND_328,6,10.0,-10.0
BLIND_328,7,20.0,-20.0
BLIND_328,8,40.0,-40.0
BLIND_328,9,80.0,80.0
BLIND_328,10,10.0,10.0
BLIND_329,1,10.0,-10.0
BLIND_329,2,20.0,20.0
BLIND_329,3,10.0,10.0
BLIND_329,4,10.0,-10.0
BLIND_329,5,20.0,-20.0
BLIND_329,6,40.0,40.0
BLIND_329,7,10.0,-10.0
BLIND_329,8,20.0,-20.0
BLIND_329,9,40.0,-40.0
BLIND_329,10,80.0,80.0
BLIND_330,1,10.0,10.0
BLIND_330,2,10.0,-10.0
BLIND_330,3,20.0,-20.0
BLIND_330,4,40.0,40.0
BLIND_330,5,10.0,-10.0
BLIND_330,6,20.0,20.0
BLIND_330,7,10.0,-10.0
BLIND_330,8,20.0,20.0
BLIND_330,9,10.0,-10.0
BLIND_330,10,20.0,20.0
BLIND_331,1,10.0,10.0
BLIND_331,2,10.0,-10.0
BLIND_331,3,20.0,-20.0
BLIND_331,4,40.0,40.0
BLIND_331,5,10.0,10.0
BLIND_331,6,10.0,-10.0
BLIND_331,7,20.0,-20.0
BLIND_331,8,40.0,-40.0
BLIND_331,9,80.0,80.0
BLIND_331,10,10.0,-10.0
BLIND_332,1,10.0,10.0
BLIND_332,2,10.0,-10.0
BLIND_332,3,20.0,-20.0
BLIND_332,4,40.0,-40.0
BLIND_332,5,80.0,80.0
BLIND_332,6,10.0,-10.0
BLIND_332,7,20.0,-20.0
BLIND_332,8,40.0,-40.0
BLIND_332,9,80.0,80.0
BLIND_332,10,10.0,-10.0
BLIND_333,1,10.0,10.0
BLIND_333,2,10.0,10.0
