symbol,tour,bet,pnl
BLIND_534,5,10.0,-10.0
BLIND_534,6,20.0,-20.0
BLIND_534,7,40.0,40.0
BLIND_534,8,10.0,10.0
BLIND_534,9,10.0,-10.0
BLIND_534,10,20.0,20.0
BLIND_535,1,10.0,-10.0
BLIND_535,2,20.0,20.0
BLIND_535,3,10.0,-10.0
BLIND_535,4,20.0,-20.0
BLIND_535,5,40.0,40.0
BLIND_535,6,10.0,-10.0
BLIND_535,7,20.0,-20.0
BLIND_535,8,40.0,-40.0
BLIND_535,9,80.0,-80.0
BLIND_535,10,160.0,160.0
BLIND_536,1,10.0,-10.0
BLIND_536,2,20.0,20.0
BLIND_536,3,10.0,10.0
BLIND_536,4,10.0,10.0
BLIND_536,5,10.0,10.0
BLIND_536,6,10.0,-10.0
BLIND_536,7,20.0,-20.0
BLIND_536,8,40.0,40.0
BLIND_536,9,10.0,10.0
BLIND_536,10,10.0,-10.0
BLIND_537,1,10.0,-10.0
BLIND_537,2,20.0,-20.0
BLIND_537,3,40.0,40.0
BLIND_537,4,10.0,-10.0
BLIND_537,5,20.0,-20.0
BLIND_537,6,40.0,40.0
BLIND_537,7,10.0,-10.0
BLIND_537,8,20.0,20.0
BLIND_537,9,10.0,10.0
BLIND_537,10,10.0,10.0
BLIND_538,1,10.0,10.0
BLIND_538,2,10.0,10.0
BLIND_538,3,10.0,10.0
BLIND_538,4,10.0,10.0
BLIND_538,5,10.0,10.0
BLIND_538,6,10.0,10.0
BLIND_538,7,10.0,-10.0
BLIND_538,8,20.0,-20.0
BLIND_538,9,40.0,-40.0
BLIND_538,10,80.0,80.0
BLIND_539,1,10.0,10.0
BLIND_539,2,10.0,10.0
BLIND_539,3,10.0,10.0
BLIND_539,4,10.0,-10.0
BLIND_539,5,20.0,20.0
BLIND_539,6,10.0,10.0
BLIND_539,7,10.0,10.0
BLIND_539,8,10.0,-10.0
BLIND_539,9,20.0,20.0
BLIND_539,10,10.0,10.0
BLIND_540,1,10.0,10.0
BLIND_540,2,10.0,10.0
BLIND_540,3,10.0,10.0
BLIND_540,4,10.0,-10.0
BLIND_540,5,20.0,-20.0
BLIND_540,6,40.0,40.0
BLIND_540,7,10.0,10.0
BLIND_540,8,10.0,-10.0
BLIND_540,9,20.0,-20.0
BLIND_540,10,40.0,-40.0
BLIND_541,1,10.0,-10.0
BLIND_541,2,20.0,-20.0
BLIND_541,3,40.0,-40.0
BLIND_541,4,80.0,-80.0
BLIND_541,5,160.0,-160.0
BLIND_541,6,320.0,320.0
BLIND_541,7,10.0,-10.0
BLIND_541,8,20.0,-20.0
BLIND_541,9,40.0,40.0
BLIND_541,10,10.0,-10.0
BLIND_542,1,10.0,10.0
BLIND_542,2,10.0,-10.0
BLIND_542,3,20.0,20.0
BLIND_542,4,10.0,10.0
BLIND_542,5,10.0,10.0
BLIND_542,6,10.0,-10.0
BLIND_542,7,20.0,20.0
BLIND_542,8,10.0,-10.0
BLIND_542,9,20.0,-20.0
BLIND_542,10,40.0,40.0
BLIND_543,1,10.0,-10.0
BLIND_543,2,20.0,-20.0
BLIND_543,3,40.0,-40.0
BLIND_543,4,80.0,80.0
BLIND_543,5,10.0,10.0
BLIND_543,6,10.0,10.0
BLIND_543,7,10.0,10.0
BLIND_543,8,10.0,10.0
BLIND_543,9,10.0,10.0
BLIND_543,10,10.0,10.0
BLIND_544,1,10.0,-10.0
BLIND_544,2,20.0,20.0
BLIND_544,3,10.0,-10.0
BLIND_544,4,20.0,-20.0
BLIND_544,5,40.0,-40.0
BLIND_544,6,80.0,-80.0
BLIND_544,7,160.0,-160.0
BLIND_544,8,320.0,-320.0
BLIND_544,9,640.0,640.0
BLIND_544,10,10.0,10.0
BLIND_545,1,10.0,-10.0
BLIND_545,2,20.0,-20.0
BLIND_545,3,40.0,-40.0
BLIND_545,4,80.0,-80.0
BLIND_545,5,160.0,-160.0
BLIND_545,6,320.0,320.0
BLIND_545,7,10.0,10.0
BLIND_545,8,10.0,10.0
BLIND_545,9,10.0,-10.0
BLIND_545,10,20.0,-20.0
BLIND_546,1,10.0,-10.0
BLIND_546,2,20.0,20.0
BLIND_546,3,10.0,10.0
BLIND_546,4,10.0,-10.0
BLIND_546,5,20.0,-20.0
BLIND_546,6,40.0,40.0
BLIND_546,7,10.0,-10.0
BLIND_546,8,20.0,20.0
BLIND_546,9,10.0,-10.0
BLIND_546,10,20.0,-20.0
BLIND_547,1,10.0,10.0
BLIND_547,2,10.0,-10.0
BLIND_547,3,20.0,-20.0
BLIND_547,4,40.0,40.0
BLIND_547,5,10.0,10.0
BLIND_547,6,10.0,10.0
BLIND_547,7,10.0,10.0
BLIND_547,8,10.0,-10.0
BLIND_547,9,20.0,-20.0
BLIND_547,10,40.0,40.0
BLIND_548,1,10.0,10.0
BLIND_548,2,10.0,10.0
BLIND_548,3,10.0,10.0
BLIND_548,4,10.0,-10.0
BLIND_548,5,20.0,-20.0
BLIND_548,6,40.0,-40.0
BLIND_548,7,80.0,-80.0
BLIND_548,8,160.0,160.0
BLIND_548,9,10.0,-10.0
BLIND_548,10,20.0,-20.0
BLIND_549,1,10.0,-10.0
BLIND_549,2,20.0,-20.0
BLIND_549,3,40.0,-40.0
BLIND_549,4,80.0,80.0
BLIND_549,5,10.0,-10.0
BLIND_549,6,20.0,-20.0
BLIND_549,7,40.0,-40.0
BLIND_549,8,80.0,80.0
BLIND_549,9,10.0,10.0
BLIND_549,10,10.0,10.0
BLIND_550,1,10.0,-10.0
BLIND_550,2,20.0,-20.0
BLIND_550,3,40.0,-40.0
BLIND_550,4,80.0,80.0
BLIND_550,5,10.0,10.0
BLIND_550,6,10.0,10.0
BLIND_550,7,10.0,-10.0
BLIND_550,8,20.0,-20.0
BLIND_550,9,40.0,40.0
BLIND_550,10,10.0,-10.0
BLIND_551,1,10.0,-10.0
BLIND_551,2,20.0,-20.0
BLIND_551,3,40.0,40.0
BLIND_551,4,10.0,10.0
BLIND_551,5,10.0,10.0
BLIND_551,6,10.0,-10.0
BLIND_551,7,20.0,20.0
BLIND_551,8,10.0,-10.0
BLIND_551,9,20.0,-20.0
BLIND_551,10,40.0,40.0
BLIND_552,1,10.0,10.0
BLIND_552,2,10.0,-10.0
BLIND_552,3,20.0,-20.0
BLIND_552,4,40.0,-40.0
BLIND_552,5,80.0,-80.0
BLIND_552,6,160.0,-160.0
BLIND_552,7,320.0,320.0
BLIND_552,8,10.0,-10.0
BLIND_552,9,20.0,-20.0
BLIND_552,10,40.0,-40.0
BLIND_553,1,10.0,-10.0
BLIND_553,2,20.0,20.0
BLIND_553,3,10.0,-10.0
BLIND_553,4,20.0,20.0
BLIND_553,5,10.0,10.0
BLIND_553,6,10.0,10.0
BLIND_553,7,10.0,10.0
BLIND_553,8,10.0,10.0
BLIND_553,9,10.0,-10.0
BLIND_553,10,20.0,-20.0
BLIND_554,1,10.0,10.0
BLIND_554,2,10.0,10.0
BLIND_554,3,10.0,-10.0
BLIND_554,4,20.0,20.0
BLIND_554,5,10.0,10.0
BLIND_554,6,10.0,10.0
BLIND_554,7,10.0,10.0
BLIND_554,8,10.0,10.0
BLIND_554,9,10.0,-10.0
BLIND_554,10,20.0,20.0
BLIND_555,1,10.0,-10.0
BLIND_555,2,20.0,20.0
BLIND_555,3,10.0,-10.0
BLIND_555,4,20.0,-20.0
BLIND_555,5,40.0,40.0
BLIND_555,6,10.0,-10.0
BLIND_555,7,20.0,20.0
BLIND_555,8,10.0,10.0
BLIND_555,9,10.0,-10.0
BLIND_555,10,20.0,-20.0
BLIND_556,1,10.0,10.0
BLIND_556,2,10.0,10.0
BLIND_556,3,10.0,-10.0
BLIND_556,4,20.0,-20.0
BLIND_556,5,40.0,-40.0
BLIND_556,6,80.0,-80.0
BLIND_556,7,160.0,-160.0
BLIND_556,8,320.0,-320.0
BLIND_556,9,640.0,-640.0
BLIND_556,10,1280.0,1280.0
BLIND_557,1,10.0,10.0
BLIND_557,2,10.0,-10.0
BLIND_557,3,20.0,-20.0
BLIND_557,4,40.0,40.0
BLIND_557,5,10.0,-10.0
BLIND_557,6,20.0,-20.0
BLIND_557,7,40.0,40.0
BLIND_557,8,10.0,-10.0
BLIND_557,9,20.0,20.0
BLIND_557,10,10.0,-10.0
BLIND_558,1,10.0,-10.0
BLIND_558,2,20.0,20.0
BLIND_558,3,10.0,-10.0
BLIND_558,4,20.0,-20.0
BLIND_558,5,40.0,40.0
BLIND_558,6,10.0,-10.0
BLIND_558,7,20.0,-20.0
BLIND_558,8,40.0,40.0
BLIND_558,9,10.0,-10.0
BLIND_558,10,20.0,20.0
BLIND_559,1,10.0,10.0
BLIND_559,2,10.0,-10.0
BLIND_559,3,20.0,20.0
BLIND_559,4,10.0,-10.0
BLIND_559,5,20.0,-20.0
BLIND_559,6,40.0,40.0
BLIND_559,7,10.0,10.0
BLIND_559,8,10.0,10.0
BLIND_559,9,10.0,10.0
BLIND_559,10,10.0,10.0
BLIND_560,1,10.0,10.0
BLIND_560,2,10.0,-10.0
BLIND_560,3,20.0,20.0
BLIND_560,4,10.0,-10.0
BLIND_560,5,20.0,20.0
BLIND_560,6,10.0,-10.0
BLIND_560,7,20.0,-20.0
BLIND_560,8,40.0,-40.0
BLIND_560,9,80.0,80.0
BLIND_560,10,10.0,-10.0
BLIND_561,1,10.0,10.0
BLIND_561,2,10.0,-10.0
BLIND_561,3,20.0,-20.0
BLIND_561,4,40.0,-40.0
BLIND_561,5,80.0,80.0
BLIND_561,6,10.0,-10.0
BLIND_561,7,20.0,-20.0
BLIND_561,8,40.0,40.0
BLIND_561,9,10.0,-10.0
BLIND_561,10,20.0,-20.0
BLIND_562,1,10.0,-10.0
BLIND_562,2,20.0,20.0
BLIND_562,3,10.0,-10.0
BLIND_562,4,20.0,-20.0
BLIND_562,5,40.0,40.0
BLIND_562,6,10.0,10.0
BLIND_562,7,10.0,10.0
BLIND_562,8,10.0,-10.0
BLIND_562,9,20.0,-20.0
BLIND_562,10,40.0,-40.0
BLIND_563,1,10.0,10.0
BLIND_563,2,10.0,10.0
BLIND_563,3,10.0,-10.0
BLIND_563,4,20.0,20.0
BLIND_563,5,10.0,10.0
BLIND_563,6,10.0,10.0
BLIND_563,7,10.0,10.0
BLIND_563,8,10.0,10.0
BLIND_563,9,10.0,-10.0
BLIND_563,10,20.0,20.0
BLIND_564,1,10.0,10.0
BLIND_564,2,10.0,10.0
BLIND_564,3,10.0,-10.0
BLIND_564,4,20.0,-20.0
BLIND_564,5,40.0,-40.0
BLIND_564,6,80.0,-80.0
BLIND_564,7,160.0,160.0
BLIND_564,8,10.0,10.0
BLIND_564,9,10.0,-10.0
BLIND_564,10,20.0,-20.0
BLIND_565,1,10.0,-10.0
BLIND_565,2,20.0,20.0
BLIND_565,3,10.0,10.0
BLIND_565,4,10.0,-10.0
BLIND_565,5,20.0,-20.0
BLIND_565,6,40.0,-40.0
BLIND_565,7,80.0,80.0
BLIND_565,8,10.0,-10.0
BLIND_565,9,20.0,20.0
BLIND_565,10,10.0,-10.0
BLIND_566,1,10.0,10.0
BLIND_566,2,10.0,-10.0
BLIND_566,3,20.0,-20.0
BLIND_566,4,40.0,40.0
BLIND_566,5,10.0,10.0
BLIND_566,6,10.0,-10.0
BLIND_566,7,20.0,-20.0
BLIND_566,8,40.0,-40.0
BLIND_566,9,80.0,80.0
BLIND_566,10,10.0,-10.0
BLIND_567,1,10.0,-10.0
BLIND_567,2,20.0,20.0
BLIND_567,3,10.0,-10.0
BLIND_567,4,20.0,-20.0
BLIND_567,5,40.0,40.0
BLIND_567,6,10.0,10.0
BLIND_567,7,10.0,-10.0
BLIND_567,8,20.0,-20.0
BLIND_567,9,40.0,-40.0
BLIND_567,10,80.0,-80.0
BLIND_568,1,10.0,-10.0
BLIND_568,2,20.0,-20.0
BLIND_568,3,40.0,40.0
BLIND_568,4,10.0,10.0
BLIND_568,5,10.0,-10.0
BLIND_568,6,20.0,-20.0
BLIND_568,7,40.0,40.0
BLIND_568,8,10.0,-10.0
BLIND_568,9,20.0,-20.0
BLIND_568,10,40.0,-40.0
BLIND_569,1,10.0,10.0
BLIND_569,2,10.0,-10.0
BLIND_569,3,20.0,20.0
BLIND_569,4,10.0,10.0
BLIND_569,5,10.0,-10.0
BLIND_569,6,20.0,-20.0
BLIND_569,7,40.0,40.0
BLIND_569,8,10.0,-10.0
BLIND_569,9,20.0,-20.0
BLIND_569,10,40.0,-40.0
BLIND_570,1,10.0,10.0
BLIND_570,2,10.0,-10.0
BLIND_570,3,20.0,-20.0
BLIND_570,4,40.0,40.0
BLIND_570,5,10.0,10.0
BLIND_570,6,10.0,10.0
BLIND_570,7,10.0,-10.0
BLIND_570,8,20.0,-20.0
BLIND_570,9,40.0,40.0
BLIND_570,10,10.0,10.0
BLIND_571,1,10.0,10.0
BLIND_571,2,10.0,-10.0
BLIND_571,3,20.0,20.0
BLIND_571,4,10.0,10.0
BLIND_571,5,10.0,10.0
BLIND_571,6,10.0,-10.0
BLIND_571,7,20.0,-20.0
BLIND_571,8,40.0,-40.0
BLIND_571,9,80.0,80.0
BLIND_571,10,10.0,10.0
BLIND_572,1,10.0,10.0
BLIND_572,2,10.0,-10.0
BLIND_572,3,20.0,-20.0
BLIND_572,4,40.0,40.0
BLIND_572,5,10.0,-10.0
BLIND_572,6,20.0,20.0
BLIND_572,7,10.0,-10.0
BLIND_572,8,20.0,20.0
BLIND_572,9,10.0,10.0
BLIND_572,10,10.0,-10.0
BLIND_573,1,10.0,10.0
BLIND_573,2,10.0,-10.0
BLIND_573,3,20.0,20.0
BLIND_573,4,10.0,-10.0
BLIND_573,5,20.0,-20.0
BLIND_573,6,40.0,-40.0
BLIND_573,7,80.0,-80.0
BLIND_573,8,160.0,-160.0
BLIND_573,9,320.0,320.0
BLIND_573,10,10.0,-10.0
BLIND_574,1,10.0,-10.0
BLIND_574,2,20.0,20.0
BLIND_574,3,10.0,10.0
BLIND_574,4,10.0,10.0
BLIND_574,5,10.0,-10.0
BLIND_574,6,20.0,20.0
BLIND_574,7,10.0,-10.0
BLIND_574,8,20.0,-20.0
BLIND_574,9,40.0,40.0
BLIND_574,10,10.0,-10.0
BLIND_575,1,10.0,-10.0
BLIND_575,2,20.0,-20.0
BLIND_575,3,40.0,-40.0
BLIND_575,4,80.0,-80.0
BLIND_575,5,160.0,160.0
BLIND_575,6,10.0,10.0
BLIND_575,7,10.0,-10.0
BLIND_575,8,20.0,20.0
BLIND_575,9,10.0,-10.0
BLIND_575,10,20.0,-20.0
BLIND_576,1,10.0,10.0
BLIND_576,2,10.0,-10.0
BLIND_576,3,20.0,20.0
BLIND_576,4,10.0,10.0
BLIND_576,5,10.0,10.0
BLIND_576,6,10.0,10.0
BLIND_576,7,10.0,-10.0
BLIND_576,8,20.0,-20.0
BLIND_576,9,40.0,-40.0
BLIND_576,10,80.0,-80.0
BLIND_577,1,10.0,-10.0
BLIND_577,2,20.0,-20.0
BLIND_577,3,40.0,-40.0
BLIND_577,4,80.0,-80.0
BLIND_577,5,160.0,160.0
BLIND_577,6,10.0,10.0
BLIND_577,7,10.0,-10.0
BLIND_577,8,20.0,-20.0
BLIND_577,9,40.0,-40.0
BLIND_577,10,80.0,-80.0
BLIND_578,1,10.0,10.0
BLIND_578,2,10.0,10.0
BLIND_578,3,10.0,-10.0
BLIND_578,4,20.0,-20.0
BLIND_578,5,40.0,-40.0
BLIND_578,6,80.0,-80.0
BLIND_578,7,160.0,160.0
BLIND_578,8,10.0,-10.0
BLIND_578,9,20.0,-20.0
BLIND_578,10,40.0,-40.0
BLIND_579,1,10.0,10.0
BLIND_579,2,10.0,-10.0
BLIND_579,3,20.0,20.0
BLIND_579,4,10.0,-10.0
BLIND_579,5,20.0,-20.0
BLIND_579,6,40.0,40.0
BLIND_579,7,10.0,-10.0
BLIND_579,8,20.0,20.0
BLIND_579,9,10.0,10.0
BLIND_579,10,10.0,10.0
BLIND_580,1,10.0,10.0
BLIND_580,2,10.0,10.0
BLIND_580,3,10.0,-10.0
BLIND_580,4,20.0,-20.0
BLIND_580,5,40.0,-40.0
BLIND_580,6,80.0,-80.0
BLIND_580,7,160.0,160.0
BLIND_580,8,10.0,-10.0
BLIND_580,9,20.0,-20.0
BLIND_580,10,40.0,-40.0
BLIND_581,1,10.0,10.0
BLIND_581,2,10.0,-10.0
BLIND_581,3,20.0,-20.0
BLIND_581,4,40.0,40.0
BLIND_581,5,10.0,-10.0
BLIND_581,6,20.0,-20.0
BLIND_581,7,40.0,-40.0
BLIND_581,8,80.0,-80.0
BLIND_581,9,160.0,160.0
BLIND_581,10,10.0,-10.0
BLIND_582,1,10.0,10.0
BLIND_582,2,10.0,10.0
BLIND_582,3,10.0,10.0
BLIND_582,4,10.0,-10.0
BLIND_582,5,20.0,20.0
BLIND_582,6,10.0,10.0
BLIND_582,7,10.0,-10.0
BLIND_582,8,20.0,-20.0
BLIND_582,9,40.0,-40.0
BLIND_582,10,80.0,-80.0
BLIND_583,1,10.0,10.0
BLIND_583,2,10.0,10.0
BLIND_583,3,10.0,10.0
BLIND_583,4,10.0,10.0
BLIND_583,5,10.0,10.0
BLIND_583,6,10.0,-10.0
BLIND_583,7,20.0,-20.0
BLIND_583,8,40.0,40.0
BLIND_583,9,10.0,10.0
BLIND_583,10,10.0,10.0
BLIND_584,1,10.0,10.0
BLIND_584,2,10.0,10.0
BLIND_584,3,10.0,-10.0
BLIND_584,4,20.0,-20.0
BLIND_584,5,40.0,-40.0
BLIND_584,6,80.0,80.0
BLIND_584,7,10.0,10.0
BLIND_584,8,10.0,10.0
BLIND_584,9,10.0,-10.0
BLIND_584,10,20.0,-20.0
BLIND_585,1,10.0,10.0
BLIND_585,2,10.0,10.0
BLIND_585,3,10.0,10.0
BLIND_585,4,10.0,10.0
BLIND_585,5,10.0,-10.0
BLIND_585,6,20.0,20.0
BLIND_585,7,10.0,10.0
BLIND_585,8,10.0,-10.0
BLIND_585,9,20.0,20.0
BLIND_585,10,10.0,10.0
BLIND_586,1,10.0,-10.0
BLIND_586,2,20.0,20.0
BLIND_586,3,10.0,-10.0
BLIND_586,4,20.0,-20.0
BLIND_586,5,40.0,40.0
BLIND_586,6,10.0,10.0
BLIND_586,7,10.0,10.0
BLIND_586,8,10.0,10.0
BLIND_586,9,10.0,10.0
BLIND_586,10,10.0,10.0
BLIND_587,1,10.0,-10.0
BLIND_587,2,20.0,-20.0
BLIND_587,3,40.0,-40.0
BLIND_587,4,80.0,-80.0
BLIND_587,5,160.0,-160.0
BLIND_587,6,320.0,-320.0
BLIND_587,7,640.0,640.0
BLIND_587,8,10.0,-10.0
BLIND_587,9,20.0,-20.0
BLIND_587,10,40.0,40.0
BLIND_588,1,10.0,10.0
BLIND_588,2,10.0,-10.0
BLIND_588,3,20.0,20.0
BLIND_588,4,10.0,10.0
BLIND_588,5,10.0,-10.0
BLIND_588,6,20.0,-20.0
BLIND_588,7,40.0,-40.0
BLIND_588,8,80.0,-80.0
BLIND_588,9,160.0,-160.0
BLIND_588,10,320.0,-320.0
BLIND_589,1,10.0,10.0
BLIND_589,2,10.0,-10.0
BLIND_589,3,20.0,20.0
BLIND_589,4,10.0,-10.0
BLIND_589,5,20.0,20.0
BLIND_589,6,10.0,10.0
BLIND_589,7,10.0,10.0
BLIND_589,8,10.0,10.0
BLIND_589,9,10.0,10.0
BLIND_589,10,10.0,10.0
BLIND_590,1,10.0,10.0
BLIND_590,2,10.0,-10.0
BLIND_590,3,20.0,-20.0
BLIND_590,4,40.0,-40.0
BLIND_590,5,80.0,80.0
BLIND_590,6,10.0,-10.0
BLIND_590,7,20.0,20.0
BLIND_590,8,10.0,-10.0
BLIND_590,9,20.0,20.0
BLIND_590,10,10.0,-10.0
BLIND_591,1,10.0,-10.0
BLIND_591,2,20.0,20.0
BLIND_591,3,10.0,10.0
BLIND_591,4,10.0,10.0
BLIND_591,5,10.0,-10.0
BLIND_591,6,20.0,20.0
BLIND_591,7,10.0,-10.0
BLIND_591,8,20.0,20.0
BLIND_591,9,10.0,-10.0
BLIND_591,10,20.0,-20.0
BLIND_592,1,10.0,10.0
BLIND_592,2,10.0,-10.0
BLIND_592,3,20.0,-20.0
BLIND_592,4,40.0,40.0
BLIND_592,5,10.0,10.0
BLIND_592,6,10.0,10.0
BLIND_592,7,10.0,10.0
BLIND_592,8,10.0,10.0
BLIND_592,9,10.0,10.0
BLIND_592,10,10.0,10.0
BLIND_593,1,10.0,-10.0
BLIND_593,2,20.0,-20.0
BLIND_593,3,40.0,40.0
BLIND_593,4,10.0,10.0
BLIND_593,5,10.0,10.0
BLIND_593,6,10.0,10.0
BLIND_593,7,10.0,-10.0
BLIND_593,8,20.0,-20.0
BLIND_593,9,40.0,-40.0
BLIND_593,10,80.0,80.0
BLIND_594,1,10.0,-10.0
BLIND_594,2,20.0,-20.0
BLIND_594,3,40.0,-40.0
BLIND_594,4,80.0,80.0
BLIND_594,5,10.0,-10.0
BLIND_594,6,20.0,-20.0
BLIND_594,7,40.0,40.0
BLIND_594,8,10.0,10.0
BLIND_594,9,10.0,-10.0
BLIND_594,10,20.0,20.0
BLIND_595,1,10.0,10.0
BLIND_595,2,10.0,-10.0
BLIND_595,3,20.0,-20.0
BLIND_595,4,40.0,-40.0
BLIND_595,5,80.0,-80.0
BLIND_595,6,160.0,160.0
BLIND_595,7,10.0,10.0
BLIND_595,8,10.0,10.0
BLIND_595,9,10.0,10.0
BLIND_595,10,10.0,10.0
BLIND_596,1,10.0,-10.0
BLIND_596,2,20.0,-20.0
BLIND_596,3,40.0,-40.0
BLIND_596,4,80.0,-80.0
BLIND_596,5,160.0,-160.0
BLIND_596,6,320.0,320.0
BLIND_596,7,10.0,10.0
BLIND_596,8,10.0,-10.0
BLIND_596,9,20.0,20.0
BLIND_596,10,10.0,10.0
BLIND_597,1,10.0,10.0
BLIND_597,2,10.0,10.0
BLIND_597,3,10.0,-10.0
BLIND_597,4,20.0,20.0
BLIND_597,5,10.0,10.0
BLIND_597,6,10.0,-10.0
BLIND_597,7,20.0,-20.0
BLIND_597,8,40.0,-40.0
BLIND_597,9,80.0,-80.0
BLIND_597,10,160.0,160.0
BLIND_598,1,10.0,-10.0
BLIND_598,2,20.0,-20.0
BLIND_598,3,40.0,-40.0
BLIND_598,4,80.0,80.0
BLIND_598,5,10.0,10.0
BLIND_598,6,10.0,-10.0
BLIND_598,7,20.0,-20.0
BLIND_598,8,40.0,-40.0
BLIND_598,9,80.0,-80.0
BLIND_598,10,160.0,-160.0
BLIND_599,1,10.0,-10.0
BLIND_599,2,20.0,-20.0
BLIND_599,3,40.0,-40.0
BLIND_599,4,80.0,80.0
BLIND_599,5,10.0,-10.0
BLIND_599,6,20.0,20.0
BLIND_599,7,10.0,10.0
BLIND_599,8,10.0,10.0
BLIND_599,9,10.0,10.0
BLIND_599,10,10.0,10.0
BLIND_600,1,10.0,10.0
BLIND_600,2,10.0,10.0
BLIND_600,3,10.0,10.0
BLIND_600,4,10.0,-10.0
BLIND_600,5,20.0,-20.0
BLIND_600,6,40.0,-40.0
BLIND_600,7,80.0,80.0
BLIND_600,8,10.0,10.0
BLIND_600,9,10.0,10.0
BLIND_600,10,10.0,10.0
BLIND_601,1,10.0,10.0
BLIND_601,2,10.0,10.0
BLIND_601,3,10.0,10.0
BLIND_601,4,10.0,-10.0
BLIND_601,5,20.0,20.0
BLIND_601,6,10.0,10.0
BLIND_601,7,10.0,-10.0
BLIND_601,8,20.0,-20.0
BLIND_601,9,40.0,-40.0
BLIND_601,10,80.0,-80.0
BLIND_602,1,10.0,10.0
BLIND_602,2,10.0,-10.0
BLIND_602,3,20.0,20.0
BLIND_602,4,10.0,10.0
BLIND_602,5,10.0,10.0
BLIND_602,6,10.0,10.0
BLIND_602,7,10.0,-10.0
BLIND_602,8,20.0,-20.0
BLIND_602,9,40.0,40.0
BLIND_602,10,10.0,10.0
BLIND_603,1,10.0,-10.0
BLIND_603,2,20.0,-20.0
BLIND_603,3,40.0,40.0
BLIND_603,4,10.0,10.0
BLIND_603,5,10.0,-10.0
BLIND_603,6,20.0,20.0
BLIND_603,7,10.0,10.0
BLIND_603,8,10.0,10.0
BLIND_603,9,10.0,10.0
BLIND_603,10,10.0,-10.0
BLIND_604,1,10.0,10.0
BLIND_604,2,10.0,10.0
BLIND_604,3,10.0,10.0
BLIND_604,4,10.0,10.0
BLIND_604,5,10.0,10.0
BLIND_604,6,10.0,-10.0
BLIND_604,7,20.0,20.0
BLIND_604,8,10.0,-10.0
BLIND_604,9,20.0,-20.0
BLIND_604,10,40.0,40.0
BLIND_605,1,10.0,10.0
BLIND_605,2,10.0,-10.0
BLIND_605,3,20.0,-20.0
BLIND_605,4,40.0,-40.0
BLIND_605,5,80.0,80.0
BLIND_605,6,10.0,10.0
BLIND_605,7,10.0,-10.0
BLIND_605,8,20.0,20.0
BLIND_605,9,10.0,10.0
BLIND_605,10,10.0,-10.0
BLIND_606,1,10.0,10.0
BLIND_606,2,10.0,-10.0
BLIND_606,3,20.0,20.0
BLIND_606,4,10.0,10.0
BLIND_606,5,10.0,10.0
BLIND_606,6,10.0,10.0
BLIND_606,7,10.0,-10.0
BLIND_606,8,20.0,-20.0
BLIND_606,9,40.0,40.0
BLIND_606,10,10.0,-10.0
BLIND_607,1,10.0,-10.0
BLIND_607,2,20.0,-20.0
BLIND_607,3,40.0,-40.0
BLIND_607,4,80.0,-80.0
BLIND_607,5,160.0,160.0
BLIND_607,6,10.0,-10.0
BLIND_607,7,20.0,20.0
BLIND_607,8,10.0,-10.0
BLIND_607,9,20.0,20.0
BLIND_607,10,10.0,-10.0
BLIND_608,1,10.0,-10.0
BLIND_608,2,20.0,-20.0
BLIND_608,3,40.0,40.0
BLIND_608,4,10.0,10.0
BLIND_608,5,10.0,-10.0
BLIND_608,6,20.0,-20.0
BLIND_608,7,40.0,40.0
BLIND_608,8,10.0,10.0
BLIND_608,9,10.0,10.0
BLIND_608,10,10.0,-10.0
BLIND_609,1,10.0,-10.0
BLIND_609,2,20.0,-20.0
BLIND_609,3,40.0,-40.0
BLIND_609,4,80.0,80.0
BLIND_609,5,10.0,-10.0
BLIND_609,6,20.0,20.0
BLIND_609,7,10.0,-10.0
BLIND_609,8,20.0,-20.0
BLIND_609,9,40.0,-40.0
BLIND_609,10,80.0,80.0
BLIND_610,1,10.0,-10.0
BLIND_610,2,20.0,20.0
BLIND_610,3,10.0,-10.0
BLIND_610,4,20.0,-20.0
BLIND_610,5,40.0,-40.0
BLIND_610,6,80.0,80.0
BLIND_610,7,10.0,-10.0
BLIND_610,8,20.0,-20.0
BLIND_610,9,40.0,-40.0
BLIND_610,10,80.0,-80.0
BLIND_611,1,10.0,-10.0
BLIND_611,2,20.0,-20.0
BLIND_611,3,40.0,-40.0
BLIND_611,4,80.0,-80.0
BLIND_611,5,160.0,-160.0
BLIND_611,6,320.0,-320.0
BLIND_611,7,640.0,-640.0
BLIND_611,8,1280.0,1280.0
BLIND_611,9,10.0,10.0
BLIND_611,10,10.0,-10.0
BLIND_612,1,10.0,10.0
BLIND_612,2,10.0,-10.0
BLIND_612,3,20.0,-20.0
BLIND_612,4,40.0,-40.0
BLIND_612,5,80.0,-80.0
BLIND_612,6,160.0,160.0
BLIND_612,7,10.0,-10.0
BLIND_612,8,20.0,-20.0
BLIND_612,9,40.0,40.0
BLIND_612,10,10.0,-10.0
BLIND_613,1,10.0,-10.0
BLIND_613,2,20.0,-20.0
BLIND_613,3,40.0,40.0
BLIND_613,4,10.0,-10.0
BLIND_613,5,20.0,20.0
BLIND_613,6,10.0,10.0
BLIND_613,7,10.0,10.0
BLIND_613,8,10.0,-10.0
BLIND_613,9,20.0,-20.0
BLIND_613,10,40.0,40.0
BLIND_614,1,10.0,-10.0
